PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
264833384,21197631,6,2021-10-29T02:28:00,"Belinda St & Webster Ave Pittsburgh, PA 15219",Y,Middle Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud / 3925 Receiving Stolen Property. / 3304 Criminal Mischief. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,501,6,3,-79.9774233401976,40.4475519493297
-3477251090,21197801,27,2021-10-29T08:00:00,"70 Block S 17th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9821806451184,40.4297237366274
264863433,21197954,10,2021-10-29T16:20:00,"300 Block Roberts St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 907 Possessing Instruments of Crime.,305,6,3,-79.982152534885,40.4406789529257
264866686,21198096,0,2021-10-29T20:30:00,"6800 Block Meade St Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): ,1405,9,2,-79.9098249428627,40.4529962020351
264870201,21198000,15,2021-10-29T17:54:00,"Lincoln Ave & Tennis St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 7512 Criminal Use of Communication / 907 Possessing Instruments of Crime. / 4524 Windshield Obstructions and Wipers.,1203,9,2,-79.9041032837274,40.4633468849237
264873930,21198224,27,2021-10-30T01:06:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,Knoxville,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1785 Proof of Financial Responsibility Following Accident.,3001,1,1,-80.0096363483307,40.4549103553127
264873979,21198250,99,2021-10-30T02:20:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.9818723137217,40.4285931755254
264874869,21198238,27,2021-10-30T01:35:00,"Apple Ave & Upland St Pittsburgh, PA 15206",N,Homewood North,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1301,9,2,-79.894332413692,40.4624433538859
264877280,21198248,21,2021-10-30T02:56:00,"S 12th St & Bedford Sq Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3323 Stop Signs and Yield Signs. / 3802(a)(1) DUI - General Impairment / 3736 Reckless Driving,1702,3,3,-79.9864423751344,40.4291581830876
266211439,21209205,10,2021-11-17T00:01:00,"1300 Block Seitz St Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT,2709 Harassment (Non-Specific) / 4105(a)(1) Bad Checks,103,,,0,0
266216027,21209215,0,2021-11-17T14:41:00,"400 Block Selma St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.9241233096567,40.4650282199137
265139789,21200818,0,2021-11-03T10:30:00,"100 Block Southern Ave Pittsburgh, PA 15211",Y,Mount Washington,3,99,9093 Indirect Criminal Contempt,1914,2,5,-80.0091664211536,40.4270489146546
265190120,21201068,0,2021-11-03T17:30:00,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,99,9999 9999 - (Misc. Incident): ,2609,1,1,-80.0016475315907,40.4771220938326
265194531,21186111,99,2021-11-03T18:01:00,"500 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2304,1,1,-80.0011210014762,40.4523036501011
265203724,21201144,11,2021-11-03T20:04:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT BY DECEPTION,3922 Theft by Deception.,1702,3,3,-79.9818723137217,40.4285931755254
265251499,21201416,14,2021-11-03T14:00:00,"400 Block N Braddock St Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1303,9,3,-79.8972814420911,40.4440040923021
266409512,21210236,18,2021-11-19T16:54:00,"Lincoln Ave & Ladson St Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9124 Drug Investigation / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1204,9,2,-79.9069571170417,40.4619167378666
266413918,21210596,99,2021-11-20T10:15:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1301,9,2,-79.887729584877,40.4565467004881
266421527,21210728,6,2021-11-20T15:00:00,"90 Block Wormser Way Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1501,3,3,-79.9531290296305,40.4259614600274
266424307,21210739,10,2021-11-20T15:37:00,"2700 Block Bergman St Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault.,2018,2,5,-80.0513900258859,40.4529446085619
266424595,21210749,11,2021-11-20T16:14:00,"700 Block Clarissa St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT BY DECEPTION,3922 Theft by Deception. / 4106 Access Device Fraud,506,6,3,-79.9615039524958,40.4541797733823
266426336,21210503,10,2021-11-19T23:05:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,SIMPLE ASSAULT,2701 Simple Assault.,2204,,,0,0
266431025,21210884,99,2021-11-20T21:07:00,"1400 Block Swantek St Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2022,2,5,-80.0686641232185,40.4536914872877
264711246,21196758,3,2021-10-27T20:17:00,"Harriet St & Vintage Way Pittsburgh, PA 15232",N,Bloomfield,5,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,806,7,2,-79.9374004615535,40.459527616924
264711362,21196804,10,2021-10-27T21:45:00,"7200 Block Verona Blvd Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT,2709 Harassment (Non-Specific),1202,,,0,0
264714892,21196840,27,2021-10-27T22:30:00,"Shiloh St & Beam Way Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.007391893099,40.430151180612
264721293,21196847,27,2021-10-27T23:35:00,"40 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,2,5,-80.0053398829708,40.425699375348
264733317,21196508,99,2021-10-27T14:24:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,MENTAL 201/302,9498 302 (Mental) / 9994 PFA Service,1306,9,2,-79.8740675554629,40.4532044463424
264763253,21197095,99,2021-10-28T11:32:00,"2300 Block Brighton Rd Pittsburgh, PA 15212",Y,Perry South,1,AIDED CASE,9497 Aided Case,2614,6,1,-80.0238664225369,40.4646843612355
264794539,21197320,0,2021-10-27T17:47:00,"3400 Block Delaware St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2607,1,1,-80.0106821842715,40.4822517327022
264804427,21197525,27,2021-10-28T21:34:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",Y,Duquesne Heights,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1911,2,5,-80.0199299522882,40.4258728267517
264826386,21197570,0,2021-10-28T22:00:00,"200 Block Ulysses St Pittsburgh, PA 15211",Y,Mount Washington,3,99,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1903,2,5,-80.0127841650307,40.4326574637431
265872507,21206715,6,2021-11-13T10:00:00,"Race St & Sterrett St Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1302,9,2,-79.8935789525699,40.4583612889261
265873084,21206718,0,2021-11-13T10:56:00,"4300 Block Stanley St Pittsburgh, PA 15207",Y,Greenfield,4,99,9093 Indirect Criminal Contempt,1516,5,3,-79.9436315380953,40.4213104085276
265881136,21206778,14,2021-11-13T13:33:00,"Jacksonia St & Federal St N Pittsburgh, PA 15212",N,Central North Side,1,CRIM MISCHIEF,3304 Criminal Mischief. / 8106 Shots Fired,2206,6,1,-80.0075467432163,40.4582708928984
265885326,21206843,6,2021-11-13T16:20:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9247104221077,40.4611889439979
265887393,21206919,6,2021-11-13T18:34:00,"300 Block N Negley Ave Pittsburgh, PA 15206",N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1114,9,2,-79.9291230901834,40.4656630058358
265889541,21206922,1,2021-11-13T18:35:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,CRIMINAL HOMICIDE,2501 Criminal Homicide.,2204,,,0,0
265890202,21206973,6,2021-11-13T21:05:00,"100 Block Wynoka St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2902,4,3,-79.9891416126644,40.4053107051512
265892639,21206969,99,2021-11-13T20:33:00,"4300 Block Stanton Ave Pittsburgh, PA 15201",N,Stanton Heights,5,AIDED CASE,9497 Aided Case,1018,9,2,-79.9433904624578,40.47927305607
265363518,21202218,6,2021-11-05T16:42:00,"400 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,,,0,0
265365237,21202279,0,2021-11-05T18:12:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,99,9999 9999 - (Misc. Incident): Failed to give money back after civil agreement to do hair fell through,1306,9,2,-79.8740675554629,40.4532044463424
265365873,21202242,0,2021-11-05T17:27:00,"Baum Blvd & Broughton St Pittsburgh, PA 15213",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,804,7,2,-79.9466179908543,40.454574380599
265368528,21202320,0,2021-11-05T19:46:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,99,9093 Indirect Criminal Contempt,509,6,3,-79.9746251357847,40.4498408057687
265370481,21202386,10,2021-11-05T21:57:00,"S 20th St & Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1702,3,3,-79.9775518876538,40.4295139099017
265376200,21202452,5,2021-11-06T00:30:00,"700 Block Maryland Ave Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,705,8,2,-79.9296148655336,40.4540824458472
265390061,21202570,99,2021-11-06T09:39:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",N,Highland Park,5,AIDED CASE,9497 Aided Case,1102,7,2,-79.9283252795667,40.4723059653236
265391466,21202608,6,2021-11-06T11:14:00,"Bedford Ave & Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,509,6,3,-79.9746234202074,40.4498121771878
266463731,21206998,4,2021-11-13T21:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 2710 Ethnic Intimidation. / 2709(a)(3) Harassment No Legitimate Purpose,201,6,6,-79.9960409452176,40.4350395659105
266465458,21211133,5,2021-11-21T09:24:00,"200 Block Service Way Pittsburgh, PA 15201",N,Central Lawrenceville,2,BURGLARY,3502 Burglary. / 607.03 Discharging Firearm or Airgun,902,,,0,0
266467277,21211219,6,2021-11-20T16:40:00,"2100 Block MURRAY Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud / 4120 Identity Theft",1413,5,3,-79.9232375474542,40.4335141965719
-3562011702,21211250,0,2021-11-21T14:12:00,"600 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,99,9997 Overdose Death,1918,4,5,-80.0233727343996,40.3938177496
266489772,21209277,99,2021-11-10T12:26:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
266493996,21211401,6,2021-11-21T21:00:00,"3900 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,403,,,0,0
266503124,21211459,0,2021-11-21T23:53:00,"2800 Block Straka St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2022,,,0,0
266504906,21211471,0,2021-11-21T22:32:00,"1300 Block Woodbine St Pittsburgh, PA 15201",N,Stanton Heights,5,99,9999 9999 - (Misc. Incident): ,1018,7,2,-79.9389612852586,40.48167870526
266509727,21211419,0,2021-11-21T22:00:00,"Butler St & 44th St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,DUI - GENERAL IMPAIRMENT,1511 Carrying and Exhibiting Driver's License on Demand. / 3802(a)(1) DUI - General Impairment,901,7,2,-79.9597982939809,40.4714688902017
264899813,21198598,99,2021-10-30T16:58:00,"2300 Block Tilbury Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,MENTAL 201/302,9498 302 (Mental),1408,5,3,-79.9181586908534,40.430820944547
264906163,21198704,10,2021-10-30T20:18:00,"20 Block Almeda St Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9410359173181,40.4029692971748
264930816,21199216,0,2021-10-31T15:32:00,"800 Block Adelaide St Pittsburgh, PA 15219",N,Upper Hill,2,99,9999 9999 - (Misc. Incident): ,506,6,3,-79.9599839379085,40.4540133002855
264931701,21199274,14,2021-10-31T17:30:00,"70 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,CRIM MISCHIEF,3304 Criminal Mischief.,2607,1,1,-80.0091938487779,40.4793229816308
264932544,21199228,99,2021-10-30T18:00:00,"5400 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,FOUND PROPERTY,9489 Found Property,709,8,2,-79.9382420900613,40.455826598858
264949497,21199445,10,2021-10-31T23:51:00,"Sterling St & Arlington Ave Pittsburgh, PA 15210",N,Arlington,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1603,3,3,-79.9745229850823,40.4172590691374
264950155,21199452,0,2021-11-01T00:13:00,"1500 Block Bigelow Blvd Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,8106 Shots Fired,305,,,0,0
264974682,21199666,0,2021-11-01T09:00:00,"2400 Block Charcot St Pittsburgh, PA 15210",Y,Arlington,3,99,9999 9999 - (Misc. Incident): ,1603,3,3,-79.9729514898744,40.4169837383896
266366846,21210031,99,2021-11-18T13:40:00,"900 Block Beech Ave Pittsburgh, PA 15233",N,Allegheny West,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2201,,,0,0
266370292,21209507,4,2021-11-18T12:28:00,"6500 Block Hamilton Ave Pittsburgh, PA 15206",Y,Larimer,5,SIMPLE ASSAULT,"2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3302 Causing or Risking Catastrophe.",1208,9,2,-79.9142657236002,40.4589924478051
266371890,21210052,99,2021-11-19T09:30:00,"1600 Block Hybla St Pittsburgh, PA 15212",N,Brighton Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2703,,,0,0
266374911,21209577,0,2021-11-18T13:11:00,"Shady Ave & Solway St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): ,1403,8,3,-79.9202066160582,40.442772697241
266376781,21210109,11,2021-11-19T11:30:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,IDENTITY THEFT,4120 Identity Theft,2509,6,1,-80.0069833937371,40.460310552493
266377931,21210099,10,2021-11-19T09:42:00,"1600 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,HARRASSMENT,"2709(a) Harassment. / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1916,4,5,-80.0246866221548,40.410548172001
266380930,21210164,11,2021-11-19T12:00:00,"1900 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,CREDIT CARDS,4106 Access Device Fraud,2406,1,1,-79.981059782331,40.4659275085931
266382373,21210052,99,2021-11-19T13:45:00,"1600 Block Hybla St Pittsburgh, PA 15212",N,Brighton Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2703,,,0,0
266403493,21210417,24,2021-11-20T00:01:00,"300 Block North Shore  Dr Pittsburgh, PA 15212",Y,North Shore,1,DISORDERLY CONDUCT,5503 Disorderly Conduct.,2205,1,1,-80.0096363483307,40.4549103553127
265264302,21201425,14,2021-11-04T11:00:00,"800 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,CRIM MISCHIEF,3304 Criminal Mischief. / 2703.1 Aggravated Harassment by Prisoner,509,,,0,0
265296158,21201557,99,2021-11-04T15:03:00,"Schenley Dr & Frew St Ext Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9481885277887,40.4408070584254
265303859,21201588,0,2021-11-04T16:14:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1918,4,5,-80.0236345649749,40.3962210607594
265326774,21201596,99,2021-11-04T16:30:00,"600 Block Hollace St Pittsburgh, PA 15219",N,Middle Hill,2,DOG BITE,9492 Dog Bite,501,6,3,-79.9674075238597,40.449953083209
265327914,21201777,99,2021-11-04T23:43:00,"S 28th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1609,3,3,-79.9657652335506,40.4262608485961
265328526,21201808,26,2021-11-05T00:41:00,"Chartiers Ave & Straka St Pittsburgh, PA 15204",Y,Sheraden,6,CONCEALING DEATH BASTARD CHILD,4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2018,2,5,-80.0545266061459,40.4526132309516
266431657,21210911,0,2021-11-20T22:07:00,"1900 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9885380991633,40.3956590465257
266437825,21211048,99,2021-11-21T03:00:00,"Tony Dorsett Dr & North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,FOUND PROPERTY,9489 Found Property,2205,1,6,-80.0098923153773,40.4461740283031
-3533010341,21210943,0,2021-11-20T23:14:00,"100 Block Climax St Pittsburgh, PA 15210",N,Beltzhoover,3,99,9998 Overdose Other,1809,,,0,0
266465086,21211164,6,2021-11-21T10:40:00,"1000 Block Jancey St Pittsburgh, PA 15206",Y,Morningside,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1014,7,2,-79.9306016296355,40.4761548896612
264845258,21197793,27,2021-10-29T10:30:00,"Grant St & 4th Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-79.997702490972,40.438050536273
264845421,21197687,0,2021-10-29T07:00:00,"2400 Block Diehl Ave Pittsburgh, PA 15210",Y,Carrick,3,99,9093 Indirect Criminal Contempt,2904,4,3,-79.9805951049701,40.3914213307542
264850589,21197836,27,2021-10-29T12:55:00,"2000 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9839282048404,40.4511259590724
264859958,21197936,0,2021-10-29T16:11:00,"700 Block Chautauqua Ct Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): Report needed for credit card company,2614,6,1,-80.0178753887038,40.4639386531509
265903802,21207204,26,2021-11-14T07:30:00,"200 Block Ophelia St Pittsburgh, PA 15213",Y,South Oakland,4,CRIMINAL TRESPASS,3503 Criminal Trespass,409,6,3,-79.9648915809354,40.4355539521049
265923515,21207300,18,2021-11-14T12:34:00,"7700 Block Kelly St Pittsburgh, PA 15221",N,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9124 Drug Investigation / 4107(b)(2) Vehicle Equipment Standards / 4107(b)(2) Vehicle Equipment Standards / 4107(b)(2) Vehicle Equipment Standards / 3714 Careless Driving / 3112 Traffic-Control Signals.,1304,9,2,-79.8885393018747,40.4535980266957
265925353,21207508,6,2021-11-14T17:45:00,"5800 Block Penn Ave Pittsburgh, PA 15206",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1301,,,0,0
-3520000287,21207457,27,2021-11-14T23:00:00,"43rd St & Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9603419338422,40.4706409232549
265396295,21202691,6,2021-11-06T13:35:00,"2000 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,7,6,-79.9844658958601,40.4516605660999
-3320028074,21202678,99,2021-11-06T15:10:00,"600 Block Tokay St Pittsburgh, PA 15221",N,East Hills,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1306,,,0,0
265416074,21202842,0,2021-11-06T17:45:00,"Madison Ave & Vista St Pittsburgh, PA 15212",Y,East Allegheny,1,99,105.6.31 Open burning,2304,1,1,-79.9981477310768,40.4581781191455
